id,name,description,zip_code,neighborhood,latitude,longitude,property_type,room_type,n_accommodates,n_bathrooms,n_bedrooms,n_beds,amenities,price,minimum_nights,maximum_nights,availability_365,n_reviews,first_review,last_review,n_reviews_per_month,score_rating,score_cleanliness,score_location,score_value,host_id,host_name,host_is_superhost,host_n_listings,url_listing,url_picture
l_1579900760411335337,Simple & Central Room in Austin,"The apartment provides shared kitchen and common spaces in a friendly setting. Close to UT Austin, libraries, and study spots. Transportation options nearby make it easy to explore Austin. Ideal for guests looking for affordability and location.",78701,Downtown,30.2750244,-97.7466199,Private room in rental unit,Private room,1,1.0,1.0,1.0,Smoke alarm;Wifi;Air conditioning;Exercise equipment;Outdoor dining area;Washer;Carbon monoxide alarm;Heating;TV;Hot tub;First aid kit;Kitchen;Hot water;Fire extinguisher,40.57,30.0,365.0,304,1,2026-04-23,2026-04-23,0.48,5.0,5.0,5.0,5.0,h_713327562,Elia,f,35,https://www.airbnb.com/rooms/1579900760411335337,https://a0.muscache.com/pictures/hosting/Hosting-1579900760411335337/original/5979711b-78b1-4c57-84c8-26ffeb24ec0b.jpeg
l_17319828,Charming Stone Cottage at UT and Downtown,"If you like paying a very reasonable price for the choicest real estate with classical architecture and quiet in the heart of urban Austin, you've found the right place.<br /><br />Just minutes from UT and downtown, and walking distance to Seton Hospital and popular eateries, this charming 2/1 stone cottage in Old West Austin is not child proofed. It offers quiet, privacy and comfort. Large screened back porch with table, chairs and power to offer a second work area. Fenced backyard. Free Wifi, Smart TV.",78731,Rosedale,30.3096,-97.75244,Entire bungalow,Entire home/apt,3,1.0,2.0,2.0,Refrigerator;Dining table;Iron;Toaster;Shampoo;Central air conditioning;Ceiling fan;Carbon monoxide alarm;Cooking basics;Laundromat nearby;Fire extinguisher;Private entrance;Private backyard – Fully fenced;Bathtub;Oven;Blender;Lockbox;Free washer – In unit;Outdoor dining area;Single level home;Long term stays allowed;Free street parking;Private patio or balcony;Dishwasher;Dishes and silverware;Outdoor furniture;Coffee maker;Essentials;Hot water kettle;Freezer;Hot water;Central heating;Baking sheet;Dedicated workspace;Microwave;Gas stove;Self check-in;Extra pillows and blankets;Smoke alarm;Wifi;Free parking on premises;Hair dryer;Clothing storage: closet and dresser;Kitchen;Pets allowed;32 inch HDTV;Free dryer – In unit;Books and reading material;Hangers;Bed linens,111.57,30.0,1125.0,365,21,2017-05-29,2024-10-16,0.19,4.86,4.71,5.0,4.81,h_116901138,Deirdre,t,3,https://www.airbnb.com/rooms/17319828,https://a0.muscache.com/pictures/miso/Hosting-17319828/original/dddcd308-a7ff-4c59-b8ad-137d99380360.jpeg
l_1155778073697659775,"Pickleball + Pool, Fire Pit, Modern | Cowgirl Casa","Saddle up for Austin's bachelorette HQ just a short drive from downtown!<br />★ Private resort-style backyard with pool<br />★ Full size pickleball court<br />★ Outdoor seating + dining for large groups<br />★ Cozy string-lit fire pit<br />★ Turf with yard games<br />★ Large tanning deck<br />★ Five bedrooms with room to spread out<br />★ Designed for photo moments<br />★ Exclusive pre-arrival decorating packages<br /><br />@cowgirlcasaATX = (cow)girl getaways, bachelorettes, birthdays, and group chats full of selfies.<br /><br />ACL and F1 dates still open!",78758,North Austin,30.375950172589015,-97.70234691002524,Entire home,Entire home/apt,14,2.0,5.0,7.0,"Life size games;Refrigerator;Dining table;Housekeeping available 24 hours, every day - available at extra cost;Drying rack for clothing;Iron;Toaster;Shampoo;Central air conditioning;Ceiling fan;Portable fans;Room-darkening shades;Carbon monoxide alarm;Cooking basics;Private BBQ grill: gas;Stainless steel single oven;Laundromat nearby;Fire extinguisher;Private entrance;Private backyard – Fully fenced;Bathtub;Blender;Stainless steel gas stove;Body soap;Free washer – In unit;Wine glasses;Outdoor dining area;Outdoor shower;Single level home;Free street parking;Private patio or balcony;Dishwasher;Long term stays allowed;Dishes and silverware;Outdoor furniture;Smart lock;Exterior security cameras on property;Cleaning products;Essentials;Ethernet connection;Hot water kettle;Freezer;Hot water;Sun loungers;Free driveway parking on premises – 4 spaces;Coffee maker: drip coffee maker, Keurig coffee machine;Central heating;Board games;Baking sheet;65 inch HDTV with Roku;Pool view;Conditioner;Dedicated workspace;First aid kit;Microwave;Barbecue utensils;Private outdoor pool - available all year, open 24 hours, pool toys;Luggage dropoff allowed;Extra pillows and blankets;Self check-in;Smoke alarm;Clothing storage: walk-in closet, closet, and dresser;Fire pit;Theme room;Fast wifi – 482 Mbps;Hair dryer;Indoor fireplace;Shower gel;Babysitter recommendations;Kitchen;Coffee;Free dryer – In unit;Hangers;Bed linens",550.5,1.0,1125.0,334,79,2024-06-16,2026-06-15,3.22,4.96,4.99,4.75,4.9,h_75936103,Grant,t,3,https://www.airbnb.com/rooms/1155778073697659775,https://a0.muscache.com/pictures/miso/Hosting-1155778073697659775/original/e558fbfb-807b-4cfc-bdc7-dc952d5f1e9c.jpeg
l_1532126611818820138,Modern Austin Home Near Downtown,"Welcome to your private Austin retreat, where every corner is designed for comfort and connection.<br /><br />The main house is where everyone gathers. This light-filled, open-concept home is designed for hanging out and making memories. It offers a primary bedroom suite with a king bed, a second bedroom with a queen bed, and a third bedroom with two full beds, providing the perfect private space for your group to recharge.<br /><br />*Please note our pool is closed for the cooler season, reopening in May",78748,South Austin,30.179213333362345,-97.84566319028328,Entire home,Entire home/apt,8,3.0,3.0,4.0,"Refrigerator;Dining table;Air conditioning;Toaster;Carbon monoxide alarm;Cooking basics;TV;Private entrance;Private backyard – Fully fenced;Oven;Lockbox;Outdoor dining area;Free street parking;Private patio or balcony;Dishwasher;Dishes and silverware;Outdoor furniture;Coffee maker;Essentials;Hot water kettle;Freezer;Hot water;Sun loungers;Central heating;Baking sheet;Dedicated workspace;First aid kit;Microwave;Self check-in;Smoke alarm;Wifi;Free parking on premises;Fire pit;Private pool - available seasonally, open 24 hours;Stove;Kitchen;Pets allowed;Coffee;Fire extinguisher;Single level home",301.76,30.0,365.0,262,5,2025-11-02,2026-02-16,0.64,5.0,5.0,5.0,5.0,h_26069104,Meredith,t,1,https://www.airbnb.com/rooms/1532126611818820138,https://a0.muscache.com/pictures/hosting/Hosting-1510428702837009780/original/bd6ee23a-6366-4d09-a590-0e7ad08ed994.png
l_1574785845572155124,TCH -  3bd/2.5ba home in Austin w/ Workspace,"2819 Nordham Drive offers inviting, updated living in the heart of South Austin. This charming home features bright open spaces, a modern kitchen, comfortable bedrooms, and stylish finishes throughout. The private backyard provides a perfect place to relax or entertain. Conveniently located near parks, shops, dining, and major roads, this home delivers comfort, convenience, and the vibrant South Austin lifestyle.",78745,South Austin,30.2116066,-97.8168575,Entire home,Entire home/apt,6,2.0,3.0,4.0,Refrigerator;Dining table;Air conditioning;Iron;Toaster;Shampoo;Ceiling fan;Cooking basics;TV;Private entrance;Bathtub;Oven;Backyard;Wine glasses;Long term stays allowed;Dishwasher;Dishes and silverware;Outdoor furniture;Coffee maker;Cleaning products;Freezer;Hot water;Clothing storage;Baking sheet;Dryer;Heating;Dedicated workspace;Pack ’n play/Travel crib;First aid kit;Microwave;Smoke alarm;Wifi;Free parking on premises;Patio or balcony;Washer;Indoor fireplace;Stove;Kitchen;Pets allowed;Coffee;Fire extinguisher;Hangers;Bed linens,250.13,30.0,365.0,365,0,,,,,,,,h_33134383,Texas Corporate Homes,t,6,https://www.airbnb.com/rooms/1574785845572155124,https://a0.muscache.com/pictures/prohost-api/Hosting-1574785845572155124/original/755d08b9-661f-4c20-804a-a72d33c12f7a.jpeg
l_725362364628157858,Austin Rainey Street Escape Rooftop Pool Barcle,"Austin, Texas newest luxury AirBnB. Enjoy exclusive access to amazing amenities like a state-of-the-art fitness center and resort-style rooftop pool. You’ll love being located in the popular Rainey Street Historic District, just steps from Lady Bird Lake and the city’s top nightlife and dining destinations.",78701,Downtown,30.2564542,-97.738827,Entire condo,Entire home/apt,4,1.0,1.0,2.0,Refrigerator;Dining table;Air conditioning;Toaster;Shampoo;Carbon monoxide alarm;Cooking basics;EV charger;TV;Oven;Blender;Body soap;Wine glasses;Long term stays allowed;Free street parking;Ping pong table;Dishwasher;Dishes and silverware;Outdoor furniture;Coffee maker;Essentials;Freezer;Hot water;Lake access;Baking sheet;Dryer;Heating;Conditioner;Dedicated workspace;First aid kit;Microwave;City skyline view;Shared pool;Paid parking lot off premises;Extra pillows and blankets;Smoke alarm;Wifi;Fire pit;Patio or balcony;Washer;Hair dryer;Indoor fireplace;Elevator;Shower gel;Stove;Gym;Kitchen;Safe;Fire extinguisher;Waterfront;Hangers;Bed linens,340.0,1.0,1125.0,10,37,2022-10-12,2026-03-19,0.82,4.73,4.84,4.97,4.78,h_387932846,Barclé Group,f,23,https://www.airbnb.com/rooms/725362364628157858,https://a0.muscache.com/pictures/prohost-api/Hosting-725362364628157858/original/a38046f6-17cb-4ba4-94c8-02805b8338f4.jpeg
l_1375529533721903853,Estrella Azul: LUXE Pool | Spa ~ Perfect Location,"🌟 Estrella Azul – A Luxury Escape in the Heart of Austin! 🌟<br /><br />Escape to a stylish retreat just minutes from downtown, where modern elegance meets resort-style amenities.<br /><br />🔥 Unmatched Luxury & Entertainment:<br />► 35ft Heated Pool + 12-Person Jetted Spa 🏊‍♂️💦<br />► Outdoor TV, Dining & Gourmet Grill Station 🍽️🔥<br />► Indoor Shuffleboard & Backyard Games 🎯<br />► Designer Kitchen & Luxe Bathrooms 🛁<br />► 1GB Fiber WiFi 🚀<br /><br />❤️ Prime & Safe Location in the South Lamar Neighborhood",78704,South Austin,30.2325975,-97.7706401,Entire home,Entire home/apt,12,3.0,4.0,8.0,Refrigerator;Dining table;Air conditioning;Iron;Toaster;Shampoo;Carbon monoxide alarm;Ceiling fan;BBQ grill;Cooking basics;Laundromat nearby;TV;Hot tub;Private entrance;Oven;Blender;Backyard;Body soap;Noise decibel monitors on property;Wine glasses;Outdoor dining area;Long term stays allowed;Smart lock;Free street parking;Dishwasher;Dishes and silverware;Outdoor furniture;Exterior security cameras on property;Cleaning products;Essentials;Hot water kettle;Coffee maker;Rice maker;Mini fridge;Freezer;Hot water;Sun loungers;Board games;Clothing storage;Baking sheet;Private pool - heated;Dryer;Heating;Pool view;Conditioner;Dedicated workspace;Pack ’n play/Travel crib;First aid kit;Microwave;Barbecue utensils;Cleaning available during stay;Luggage dropoff allowed;Extra pillows and blankets;Self check-in;Smoke alarm;Wifi;Free parking on premises;High chair;Patio or balcony;Washer;Hair dryer;Shower gel;Stove;Kitchen;Pets allowed;Coffee;Fire extinguisher;Hangers;Bed linens,893.27,1.0,1125.0,319,44,2025-03-27,2026-06-11,2.91,4.95,4.91,4.93,4.8,h_67108209,Lucas & Nickol,t,18,https://www.airbnb.com/rooms/1375529533721903853,https://a0.muscache.com/pictures/prohost-api/Hosting-1375529533721903853/original/26a73197-8ad5-46c0-9e51-ae9bac7d272a.jpeg
l_999354402375452238,Great Hills 3BR close to Domain,"This two-story home is located in a serene neighborhood, just minutes from the Domain and Arboretum. It features three cozy bedrooms, a spacious living room, laundry, and a fully equipped kitchen. The dedicated office space with fitness equipment makes it an ideal choice for working trips. For family trips, the house is within walking distance of hiking trails and parks, perfect for outdoor adventures. At the end of the day, you can unwind in the backyard hot tub or have fun playing yard games.",78759,Northwest Austin,30.416731735979756,-97.76274355355942,Entire home,Entire home/apt,6,2.5,3.0,3.0,"Refrigerator;Dining table;Air conditioning;Toaster;Shampoo;Carbon monoxide alarm;Ceiling fan;Room-darkening shades;Cooking basics;Standalone high chair - available upon request;TV;Children’s books and toys;Private backyard – Fully fenced;Bathtub;Oven;Free dryer – In building;Keypad;Coffee maker: Keurig coffee machine;Body soap;Bed linens;Free street parking;Private patio or balcony;Dishwasher;Children’s dinnerware;Dishes and silverware;Outdoor furniture;Exterior security cameras on property;Cleaning products;Essentials;Ethernet connection;Hot water kettle;Rice maker;Freezer;Hot water;Sun loungers;Crib - available upon request;Central heating;Piano;Dedicated workspace;Microwave;Gas stove;Clothing storage: walk-in closet and closet;Self check-in;Extra pillows and blankets;Smoke alarm;Pack ’n play/Travel crib - available upon request;Wifi;Free parking on premises;Washer;Private hot tub - available all year, open 24 hours;Hair dryer;Shower gel;Kitchen;Coffee;Fire extinguisher;Books and reading material;Hangers;Exercise equipment: elliptical, rowing",237.0,2.0,7.0,126,19,2023-11-25,2026-05-23,0.61,4.89,4.89,4.95,4.79,h_399557229,Jeff,f,1,https://www.airbnb.com/rooms/999354402375452238,https://a0.muscache.com/pictures/hosting/Hosting-999354402375452238/original/94c65baf-038b-4e94-ae6e-09094c4e8df0.jpeg
l_1470430181366528854,Luxe 1BR | Sleeps 4 | Walk to Rainey | Pool | Gym,"Designed to sleep 4, this upscale 1BR/1BA condo with a sofa bed sits high above the heart of Austin. Enjoy boutique‑hotel finishes, a sleek kitchen and floor‑to‑ceiling views. Just steps from Lady Bird Lake, Rainey nightlife and downtown Austin’s best music, food and fun.",78701,Downtown,30.25563150747404,-97.7380636988048,Entire condo,Entire home/apt,4,1.0,1.0,2.0,Refrigerator;Dining table;Air conditioning;Iron;Toaster;Shampoo;Carbon monoxide alarm;Room-darkening shades;Cooking basics;Oven;Blender;Body soap;Wine glasses;Paid parking on premises;Free street parking;Dishwasher;Hangers;Dishes and silverware;Paid parking off premises;Coffee maker;Cleaning products;Essentials;Hot water kettle;Freezer;Hot water;Board games;Pool;Clothing storage;Baking sheet;Dryer;Heating;Building staff;Conditioner;Dedicated workspace;First aid kit;Microwave;Self check-in;Extra pillows and blankets;Smoke alarm;Wifi;Washer;Hair dryer;Shower gel;Stove;Kitchen;Coffee;Fire extinguisher;Books and reading material;TV with standard cable;Bed linens,255.0,1.0,800.0,345,39,2025-09-01,2026-06-19,3.95,4.77,4.9,4.87,4.64,h_582710697,Casago Austin,t,8,https://www.airbnb.com/rooms/1470430181366528854,https://a0.muscache.com/pictures/prohost-api/Hosting-1470430181366528854/original/d5c33688-b5dc-4373-b7ac-8c4365520818.jpeg
l_1429758221101874757,Premium Suite in Cozy Home,"Forget your worries in this spacious and serene space. <br /><br />The home is shared with me and you (plus my cat Ella). You will have the premium suite! <br /><br />Located in SE Austin. Approx. 4mi to airport, St. David's, and 5mi to downtown. Located near major highways, I-35, Hwy 71, 290, 183, Mopac.<br /><br />This is a LGBTQ space! We ask that all guests be respectful, kind, and inclusive. If that’s not your vibe, this might not be the right spot for you.",78744,Southeast Austin,30.19969,-97.73192,Private room in home,Private room,2,1.0,,1.0,Refrigerator;Dining table;Air conditioning;Iron;BBQ grill;Shampoo;Carbon monoxide alarm;Ceiling fan;Cooking basics;TV;Bathtub;Oven;Blender;Keypad;Backyard;Body soap;Single level home;Dishwasher;Dishes and silverware;Exterior security cameras on property;Essentials;Freezer;Hot water;Lock on bedroom door;Clothing storage;Baking sheet;Dryer;Heating;Conditioner;Dedicated workspace;First aid kit;Microwave;Barbecue utensils;Self check-in;Extra pillows and blankets;Smoke alarm;Wifi;Free parking on premises;Washer;Hair dryer;Shower gel;Stove;Kitchen;Hangers;Bed linens,66.37,30.0,365.0,88,0,,,,,,,,h_55988577,Diana,t,2,https://www.airbnb.com/rooms/1429758221101874757,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTM3NTc1NTM5MDY5NjYxNDI3Mw==/original/51949024-7b65-48e6-bcd2-bbc2fd71b2bc.jpeg
l_46258412,Buddy's E. Austin Oasis + Pool! (6min to Downtown),"""Buddy's East Austin Oasis + Pool"" Modern home MINUTES from downtown w/ sparkling pool. Guests enjoy nearby music, shopping, bars & dining. Stocked kitchen, gated front & back yard w/ foosball + pingpong + croquet + LG grill + LOTS of seating to relax. <br /><br />- POOL: Pool closed in off season and/or inclement weather.<br />- PETS: Allowed ONLY w/ owner's prior approval & pet fee.",78702,East Austin,30.26335,-97.70614,Entire home,Entire home/apt,9,1.0,3.0,4.0,"Refrigerator;Dining table;Soap body soap;Air conditioning;Drying rack for clothing;Toaster;BBQ grill;Shampoo;Carbon monoxide alarm;Baby safety gates;Cooking basics;Laundromat nearby;Children’s books and toys;Private entrance;Bathtub;Bluetooth Speaker Bluetooth sound system;Oven;Keypad;Backyard;Wine glasses;Outdoor dining area;Single level home;Long term stays allowed;Free street parking;Ping pong table;Dishwasher;Hangers;Dishes and silverware;Outdoor furniture;Exterior security cameras on property;Cleaning products;Coffee maker;Freezer;Hot water;Sun loungers;Board games;Housekeeping - available at extra cost;Baking sheet;Arcade games;Clothing storage: closet, wardrobe, and dresser;Dryer;Heating;Conditioner;First aid kit;Microwave;Barbecue utensils;Self check-in;Extra pillows and blankets;Smoke alarm;Wifi;Free parking on premises;High chair;Patio or balcony;Washer;Private outdoor pool;Hair dryer;Shower gel;Stove;Kitchen;Pets allowed;Fire extinguisher;Books and reading material;TV with standard cable;Bed linens",300.0,2.0,1125.0,132,172,2020-12-06,2025-05-11,2.55,4.82,4.8,4.78,4.78,h_339284173,Ryan,f,1,https://www.airbnb.com/rooms/46258412,https://a0.muscache.com/pictures/miso/Hosting-46258412/original/cab9ca3f-28d5-4b7c-9f19-87894afccdc5.jpeg
